ID,Category,Name,File,URL,Keywords,Complexity,Use Cases,Description
267,webgl / advanced,gpgpu / birds,webgl_gpgpu_birds.html,https://threejs.org/examples/webgl_gpgpu_birds.html,"webgl, gpgpu, birds",high,3D visualization,"Three.js webgl / advanced example demonstrating gpgpu, birds"
268,webgl / advanced,gpgpu / birds / gltf,webgl_gpgpu_birds_gltf.html,https://threejs.org/examples/webgl_gpgpu_birds_gltf.html,"webgl, gpgpu, birds, gltf",high,3D visualization,"Three.js webgl / advanced example demonstrating gpgpu, birds, gltf"
269,webgl / advanced,gpgpu / water,webgl_gpgpu_water.html,https://threejs.org/examples/webgl_gpgpu_water.html,"webgl, gpgpu, water",high,3D visualization,"Three.js webgl / advanced example demonstrating gpgpu, water"
270,webgl / advanced,gpgpu / protoplanet,webgl_gpgpu_protoplanet.html,https://threejs.org/examples/webgl_gpgpu_protoplanet.html,"webgl, gpgpu, protoplanet",high,3D visualization,"Three.js webgl / advanced example demonstrating gpgpu, protoplanet"
271,webgl / advanced,materials / modified,webgl_materials_modified.html,https://threejs.org/examples/webgl_materials_modified.html,"webgl, materials, modified",high,material effects,"Three.js webgl / advanced example demonstrating materials, modified"
272,webgl / advanced,multiple / rendertargets,webgl_multiple_rendertargets.html,https://threejs.org/examples/webgl_multiple_rendertargets.html,"webgl, multiple, rendertargets",high,VR/AR experience,"Three.js webgl / advanced example demonstrating multiple, rendertargets"
273,webgl / advanced,multisampled / renderbuffers,webgl_multisampled_renderbuffers.html,https://threejs.org/examples/webgl_multisampled_renderbuffers.html,"webgl, multisampled, renderbuffers",high,3D visualization,"Three.js webgl / advanced example demonstrating multisampled, renderbuffers"
274,webgl / advanced,rendertarget / texture2darray,webgl_rendertarget_texture2darray.html,https://threejs.org/examples/webgl_rendertarget_texture2darray.html,"webgl, rendertarget, texture2darray",high,VR/AR experience,"Three.js webgl / advanced example demonstrating rendertarget, texture2darray"
275,webgl / advanced,reversed / depth / buffer,webgl_reversed_depth_buffer.html,https://threejs.org/examples/webgl_reversed_depth_buffer.html,"webgl, reversed, depth, buffer",high,3D visualization,"Three.js webgl / advanced example demonstrating reversed, depth, buffer"
276,webgl / advanced,shadowmap / csm,webgl_shadowmap_csm.html,https://threejs.org/examples/webgl_shadowmap_csm.html,"webgl, shadowmap, csm",high,realistic lighting,"Three.js webgl / advanced example demonstrating shadowmap, csm"
277,webgl / advanced,shadowmap / pcss,webgl_shadowmap_pcss.html,https://threejs.org/examples/webgl_shadowmap_pcss.html,"webgl, shadowmap, pcss",high,realistic lighting,"Three.js webgl / advanced example demonstrating shadowmap, pcss"
278,webgl / advanced,shadowmap / progressive,webgl_shadowmap_progressive.html,https://threejs.org/examples/webgl_shadowmap_progressive.html,"webgl, shadowmap, progressive",high,realistic lighting,"Three.js webgl / advanced example demonstrating shadowmap, progressive"
279,webgl / advanced,simple / gi,webgl_simple_gi.html,https://threejs.org/examples/webgl_simple_gi.html,"webgl, simple, gi",high,3D visualization,"Three.js webgl / advanced example demonstrating simple, gi"
280,webgl / advanced,texture2darray,webgl_texture2darray.html,https://threejs.org/examples/webgl_texture2darray.html,"webgl, texture2darray",high,VR/AR experience,Three.js webgl / advanced example demonstrating texture2darray
281,webgl / advanced,texture2darray / compressed,webgl_texture2darray_compressed.html,https://threejs.org/examples/webgl_texture2darray_compressed.html,"webgl, texture2darray, compressed",high,VR/AR experience,"Three.js webgl / advanced example demonstrating texture2darray, compressed"
282,webgl / advanced,texture2darray / layerupdate,webgl_texture2darray_layerupdate.html,https://threejs.org/examples/webgl_texture2darray_layerupdate.html,"webgl, texture2darray, layerupdate",high,VR/AR experience,"Three.js webgl / advanced example demonstrating texture2darray, layerupdate"
283,webgl / advanced,texture3d,webgl_texture3d.html,https://threejs.org/examples/webgl_texture3d.html,"webgl, texture3d",high,3D visualization,Three.js webgl / advanced example demonstrating texture3d
284,webgl / advanced,texture3d / partialupdate,webgl_texture3d_partialupdate.html,https://threejs.org/examples/webgl_texture3d_partialupdate.html,"webgl, texture3d, partialupdate",high,VR/AR experience,"Three.js webgl / advanced example demonstrating texture3d, partialupdate"
285,webgl / advanced,ubo,webgl_ubo.html,https://threejs.org/examples/webgl_ubo.html,"webgl, ubo",high,3D visualization,Three.js webgl / advanced example demonstrating ubo
286,webgl / advanced,ubo / arrays,webgl_ubo_arrays.html,https://threejs.org/examples/webgl_ubo_arrays.html,"webgl, ubo, arrays",high,VR/AR experience,"Three.js webgl / advanced example demonstrating ubo, arrays"
287,webgl / advanced,volume / cloud,webgl_volume_cloud.html,https://threejs.org/examples/webgl_volume_cloud.html,"webgl, volume, cloud",high,3D visualization,"Three.js webgl / advanced example demonstrating volume, cloud"
288,webgl / advanced,volume / instancing,webgl_volume_instancing.html,https://threejs.org/examples/webgl_volume_instancing.html,"webgl, volume, instancing",high,3D visualization,"Three.js webgl / advanced example demonstrating volume, instancing"
289,webgl / advanced,volume / perlin,webgl_volume_perlin.html,https://threejs.org/examples/webgl_volume_perlin.html,"webgl, volume, perlin",high,3D visualization,"Three.js webgl / advanced example demonstrating volume, perlin"
290,webgl / advanced,worker / offscreencanvas,webgl_worker_offscreencanvas.html,https://threejs.org/examples/webgl_worker_offscreencanvas.html,"webgl, worker, offscreencanvas",high,3D visualization,"Three.js webgl / advanced example demonstrating worker, offscreencanvas"
291,webgl / advanced,performance,webgl_performance.html,https://threejs.org/examples/webgl_performance.html,"webgl, performance",high,3D visualization,Three.js webgl / advanced example demonstrating performance
292,webgpu (wip),animation / retargeting,webgpu_animation_retargeting.html,https://threejs.org/examples/webgpu_animation_retargeting.html,"webgpu, animation, retargeting",medium,character animation; VR/AR experience,"Three.js webgpu (wip) example demonstrating animation, retargeting"
293,webgpu (wip),animation / retargeting / readyplayer,webgpu_animation_retargeting_readyplayer.html,https://threejs.org/examples/webgpu_animation_retargeting_readyplayer.html,"webgpu, animation, retargeting, readyplayer",medium,character animation; VR/AR experience,"Three.js webgpu (wip) example demonstrating animation, retargeting, readyplayer"
294,webgpu (wip),backdrop,webgpu_backdrop.html,https://threejs.org/examples/webgpu_backdrop.html,"webgpu, backdrop",medium,3D visualization,Three.js webgpu (wip) example demonstrating backdrop
295,webgpu (wip),backdrop / area,webgpu_backdrop_area.html,https://threejs.org/examples/webgpu_backdrop_area.html,"webgpu, backdrop, area",medium,VR/AR experience,"Three.js webgpu (wip) example demonstrating backdrop, area"
296,webgpu (wip),backdrop / water,webgpu_backdrop_water.html,https://threejs.org/examples/webgpu_backdrop_water.html,"webgpu, backdrop, water",medium,3D visualization,"Three.js webgpu (wip) example demonstrating backdrop, water"
297,webgpu (wip),camera,webgpu_camera.html,https://threejs.org/examples/webgpu_camera.html,"webgpu, camera",medium,3D visualization,Three.js webgpu (wip) example demonstrating camera
298,webgpu (wip),camera / array,webgpu_camera_array.html,https://threejs.org/examples/webgpu_camera_array.html,"webgpu, camera, array",medium,VR/AR experience,"Three.js webgpu (wip) example demonstrating camera, array"
299,webgpu (wip),camera / logarithmicdepthbuffer,webgpu_camera_logarithmicdepthbuffer.html,https://threejs.org/examples/webgpu_camera_logarithmicdepthbuffer.html,"webgpu, camera, logarithmicdepthbuffer",medium,VR/AR experience,"Three.js webgpu (wip) example demonstrating camera, logarithmicdepthbuffer"
300,webgpu (wip),caustics,webgpu_caustics.html,https://threejs.org/examples/webgpu_caustics.html,"webgpu, caustics",medium,3D visualization,Three.js webgpu (wip) example demonstrating caustics
301,webgpu (wip),centroid / sampling,webgpu_centroid_sampling.html,https://threejs.org/examples/webgpu_centroid_sampling.html,"webgpu, centroid, sampling",medium,3D visualization,"Three.js webgpu (wip) example demonstrating centroid, sampling"
302,webgpu (wip),clearcoat,webgpu_clearcoat.html,https://threejs.org/examples/webgpu_clearcoat.html,"webgpu, clearcoat",medium,VR/AR experience,Three.js webgpu (wip) example demonstrating clearcoat
303,webgpu (wip),clipping,webgpu_clipping.html,https://threejs.org/examples/webgpu_clipping.html,"webgpu, clipping",medium,3D visualization,Three.js webgpu (wip) example demonstrating clipping
304,webgpu (wip),compute / audio,webgpu_compute_audio.html,https://threejs.org/examples/webgpu_compute_audio.html,"webgpu, compute, audio",high,GPU compute,"Three.js webgpu (wip) example demonstrating compute, audio"
305,webgpu (wip),compute / birds,webgpu_compute_birds.html,https://threejs.org/examples/webgpu_compute_birds.html,"webgpu, compute, birds",high,GPU compute,"Three.js webgpu (wip) example demonstrating compute, birds"
306,webgpu (wip),compute / cloth,webgpu_compute_cloth.html,https://threejs.org/examples/webgpu_compute_cloth.html,"webgpu, compute, cloth",high,GPU compute,"Three.js webgpu (wip) example demonstrating compute, cloth"
307,webgpu (wip),compute / geometry,webgpu_compute_geometry.html,https://threejs.org/examples/webgpu_compute_geometry.html,"webgpu, compute, geometry",high,procedural generation; GPU compute,"Three.js webgpu (wip) example demonstrating compute, geometry"
308,webgpu (wip),compute / particles,webgpu_compute_particles.html,https://threejs.org/examples/webgpu_compute_particles.html,"webgpu, compute, particles",high,VR/AR experience; particle effects; GPU compute,"Three.js webgpu (wip) example demonstrating compute, particles"
309,webgpu (wip),compute / particles / fluid,webgpu_compute_particles_fluid.html,https://threejs.org/examples/webgpu_compute_particles_fluid.html,"webgpu, compute, particles, fluid",high,VR/AR experience; particle effects; GPU compute,"Three.js webgpu (wip) example demonstrating compute, particles, fluid"
310,webgpu (wip),compute / particles / rain,webgpu_compute_particles_rain.html,https://threejs.org/examples/webgpu_compute_particles_rain.html,"webgpu, compute, particles, rain",high,VR/AR experience; particle effects; GPU compute,"Three.js webgpu (wip) example demonstrating compute, particles, rain"
311,webgpu (wip),compute / particles / snow,webgpu_compute_particles_snow.html,https://threejs.org/examples/webgpu_compute_particles_snow.html,"webgpu, compute, particles, snow",high,VR/AR experience; particle effects; GPU compute,"Three.js webgpu (wip) example demonstrating compute, particles, snow"
312,webgpu (wip),compute / points,webgpu_compute_points.html,https://threejs.org/examples/webgpu_compute_points.html,"webgpu, compute, points",high,particle effects; GPU compute,"Three.js webgpu (wip) example demonstrating compute, points"
313,webgpu (wip),compute / reduce,webgpu_compute_reduce.html,https://threejs.org/examples/webgpu_compute_reduce.html,"webgpu, compute, reduce",high,GPU compute,"Three.js webgpu (wip) example demonstrating compute, reduce"
314,webgpu (wip),compute / sort / bitonic,webgpu_compute_sort_bitonic.html,https://threejs.org/examples/webgpu_compute_sort_bitonic.html,"webgpu, compute, sort, bitonic",high,GPU compute,"Three.js webgpu (wip) example demonstrating compute, sort, bitonic"
315,webgpu (wip),compute / texture,webgpu_compute_texture.html,https://threejs.org/examples/webgpu_compute_texture.html,"webgpu, compute, texture",high,GPU compute,"Three.js webgpu (wip) example demonstrating compute, texture"
316,webgpu (wip),compute / texture / 3d,webgpu_compute_texture_3d.html,https://threejs.org/examples/webgpu_compute_texture_3d.html,"webgpu, compute, texture, 3d",high,GPU compute,"Three.js webgpu (wip) example demonstrating compute, texture, 3d"
317,webgpu (wip),compute / texture / pingpong,webgpu_compute_texture_pingpong.html,https://threejs.org/examples/webgpu_compute_texture_pingpong.html,"webgpu, compute, texture, pingpong",high,GPU compute,"Three.js webgpu (wip) example demonstrating compute, texture, pingpong"
318,webgpu (wip),compute / water,webgpu_compute_water.html,https://threejs.org/examples/webgpu_compute_water.html,"webgpu, compute, water",high,GPU compute,"Three.js webgpu (wip) example demonstrating compute, water"
319,webgpu (wip),cubemap / adjustments,webgpu_cubemap_adjustments.html,https://threejs.org/examples/webgpu_cubemap_adjustments.html,"webgpu, cubemap, adjustments",medium,3D visualization,"Three.js webgpu (wip) example demonstrating cubemap, adjustments"
320,webgpu (wip),cubemap / dynamic,webgpu_cubemap_dynamic.html,https://threejs.org/examples/webgpu_cubemap_dynamic.html,"webgpu, cubemap, dynamic",medium,3D visualization,"Three.js webgpu (wip) example demonstrating cubemap, dynamic"
321,webgpu (wip),cubemap / mix,webgpu_cubemap_mix.html,https://threejs.org/examples/webgpu_cubemap_mix.html,"webgpu, cubemap, mix",medium,3D visualization,"Three.js webgpu (wip) example demonstrating cubemap, mix"
322,webgpu (wip),custom / fog,webgpu_custom_fog.html,https://threejs.org/examples/webgpu_custom_fog.html,"webgpu, custom, fog",medium,3D visualization,"Three.js webgpu (wip) example demonstrating custom, fog"
323,webgpu (wip),custom / fog / background,webgpu_custom_fog_background.html,https://threejs.org/examples/webgpu_custom_fog_background.html,"webgpu, custom, fog, background",medium,3D visualization,"Three.js webgpu (wip) example demonstrating custom, fog, background"
324,webgpu (wip),depth / texture,webgpu_depth_texture.html,https://threejs.org/examples/webgpu_depth_texture.html,"webgpu, depth, texture",medium,3D visualization,"Three.js webgpu (wip) example demonstrating depth, texture"
325,webgpu (wip),display / stereo,webgpu_display_stereo.html,https://threejs.org/examples/webgpu_display_stereo.html,"webgpu, display, stereo",medium,3D visualization,"Three.js webgpu (wip) example demonstrating display, stereo"
326,webgpu (wip),equirectangular,webgpu_equirectangular.html,https://threejs.org/examples/webgpu_equirectangular.html,"webgpu, equirectangular",medium,VR/AR experience,Three.js webgpu (wip) example demonstrating equirectangular
327,webgpu (wip),hdr,webgpu_hdr.html,https://threejs.org/examples/webgpu_hdr.html,"webgpu, hdr",medium,3D visualization,Three.js webgpu (wip) example demonstrating hdr
328,webgpu (wip),instance / mesh,webgpu_instance_mesh.html,https://threejs.org/examples/webgpu_instance_mesh.html,"webgpu, instance, mesh",medium,3D visualization,"Three.js webgpu (wip) example demonstrating instance, mesh"
329,webgpu (wip),instance / path,webgpu_instance_path.html,https://threejs.org/examples/webgpu_instance_path.html,"webgpu, instance, path",medium,3D visualization,"Three.js webgpu (wip) example demonstrating instance, path"
330,webgpu (wip),instance / points,webgpu_instance_points.html,https://threejs.org/examples/webgpu_instance_points.html,"webgpu, instance, points",medium,particle effects,"Three.js webgpu (wip) example demonstrating instance, points"
331,webgpu (wip),instance / sprites,webgpu_instance_sprites.html,https://threejs.org/examples/webgpu_instance_sprites.html,"webgpu, instance, sprites",medium,3D visualization,"Three.js webgpu (wip) example demonstrating instance, sprites"
332,webgpu (wip),instance / uniform,webgpu_instance_uniform.html,https://threejs.org/examples/webgpu_instance_uniform.html,"webgpu, instance, uniform",medium,3D visualization,"Three.js webgpu (wip) example demonstrating instance, uniform"
333,webgpu (wip),instancing / morph,webgpu_instancing_morph.html,https://threejs.org/examples/webgpu_instancing_morph.html,"webgpu, instancing, morph",medium,3D visualization,"Three.js webgpu (wip) example demonstrating instancing, morph"
334,webgpu (wip),layers,webgpu_layers.html,https://threejs.org/examples/webgpu_layers.html,"webgpu, layers",medium,3D visualization,Three.js webgpu (wip) example demonstrating layers
335,webgpu (wip),lensflares,webgpu_lensflares.html,https://threejs.org/examples/webgpu_lensflares.html,"webgpu, lensflares",medium,VR/AR experience,Three.js webgpu (wip) example demonstrating lensflares
336,webgpu (wip),lightprobe,webgpu_lightprobe.html,https://threejs.org/examples/webgpu_lightprobe.html,"webgpu, lightprobe",medium,3D visualization,Three.js webgpu (wip) example demonstrating lightprobe
337,webgpu (wip),lightprobe / cubecamera,webgpu_lightprobe_cubecamera.html,https://threejs.org/examples/webgpu_lightprobe_cubecamera.html,"webgpu, lightprobe, cubecamera",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lightprobe, cubecamera"
338,webgpu (wip),lights / custom,webgpu_lights_custom.html,https://threejs.org/examples/webgpu_lights_custom.html,"webgpu, lights, custom",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lights, custom"
339,webgpu (wip),lights / ies / spotlight,webgpu_lights_ies_spotlight.html,https://threejs.org/examples/webgpu_lights_ies_spotlight.html,"webgpu, lights, ies, spotlight",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lights, ies, spotlight"
340,webgpu (wip),lights / phong,webgpu_lights_phong.html,https://threejs.org/examples/webgpu_lights_phong.html,"webgpu, lights, phong",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lights, phong"
341,webgpu (wip),lights / physical,webgpu_lights_physical.html,https://threejs.org/examples/webgpu_lights_physical.html,"webgpu, lights, physical",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lights, physical"
342,webgpu (wip),lights / pointlights,webgpu_lights_pointlights.html,https://threejs.org/examples/webgpu_lights_pointlights.html,"webgpu, lights, pointlights",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lights, pointlights"
343,webgpu (wip),lights / projector,webgpu_lights_projector.html,https://threejs.org/examples/webgpu_lights_projector.html,"webgpu, lights, projector",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lights, projector"
344,webgpu (wip),lights / rectarealight,webgpu_lights_rectarealight.html,https://threejs.org/examples/webgpu_lights_rectarealight.html,"webgpu, lights, rectarealight",medium,VR/AR experience,"Three.js webgpu (wip) example demonstrating lights, rectarealight"
345,webgpu (wip),lights / selective,webgpu_lights_selective.html,https://threejs.org/examples/webgpu_lights_selective.html,"webgpu, lights, selective",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lights, selective"
346,webgpu (wip),lights / spotlight,webgpu_lights_spotlight.html,https://threejs.org/examples/webgpu_lights_spotlight.html,"webgpu, lights, spotlight",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lights, spotlight"
347,webgpu (wip),lights / tiled,webgpu_lights_tiled.html,https://threejs.org/examples/webgpu_lights_tiled.html,"webgpu, lights, tiled",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lights, tiled"
348,webgpu (wip),lines / fat,webgpu_lines_fat.html,https://threejs.org/examples/webgpu_lines_fat.html,"webgpu, lines, fat",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lines, fat"
349,webgpu (wip),lines / fat / raycasting,webgpu_lines_fat_raycasting.html,https://threejs.org/examples/webgpu_lines_fat_raycasting.html,"webgpu, lines, fat, raycasting",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lines, fat, raycasting"
350,webgpu (wip),lines / fat / wireframe,webgpu_lines_fat_wireframe.html,https://threejs.org/examples/webgpu_lines_fat_wireframe.html,"webgpu, lines, fat, wireframe",medium,3D visualization,"Three.js webgpu (wip) example demonstrating lines, fat, wireframe"
351,webgpu (wip),loader / gltf,webgpu_loader_gltf.html,https://threejs.org/examples/webgpu_loader_gltf.html,"webgpu, loader, gltf",medium,model loading,"Three.js webgpu (wip) example demonstrating loader, gltf"
352,webgpu (wip),loader / gltf / anisotropy,webgpu_loader_gltf_anisotropy.html,https://threejs.org/examples/webgpu_loader_gltf_anisotropy.html,"webgpu, loader, gltf, anisotropy",medium,model loading,"Three.js webgpu (wip) example demonstrating loader, gltf, anisotropy"
353,webgpu (wip),loader / gltf / compressed,webgpu_loader_gltf_compressed.html,https://threejs.org/examples/webgpu_loader_gltf_compressed.html,"webgpu, loader, gltf, compressed",medium,model loading,"Three.js webgpu (wip) example demonstrating loader, gltf, compressed"
354,webgpu (wip),loader / gltf / dispersion,webgpu_loader_gltf_dispersion.html,https://threejs.org/examples/webgpu_loader_gltf_dispersion.html,"webgpu, loader, gltf, dispersion",medium,model loading,"Three.js webgpu (wip) example demonstrating loader, gltf, dispersion"
355,webgpu (wip),loader / gltf / iridescence,webgpu_loader_gltf_iridescence.html,https://threejs.org/examples/webgpu_loader_gltf_iridescence.html,"webgpu, loader, gltf, iridescence",medium,model loading,"Three.js webgpu (wip) example demonstrating loader, gltf, iridescence"
356,webgpu (wip),loader / gltf / sheen,webgpu_loader_gltf_sheen.html,https://threejs.org/examples/webgpu_loader_gltf_sheen.html,"webgpu, loader, gltf, sheen",medium,model loading,"Three.js webgpu (wip) example demonstrating loader, gltf, sheen"
357,webgpu (wip),loader / gltf / transmission,webgpu_loader_gltf_transmission.html,https://threejs.org/examples/webgpu_loader_gltf_transmission.html,"webgpu, loader, gltf, transmission",medium,model loading,"Three.js webgpu (wip) example demonstrating loader, gltf, transmission"
358,webgpu (wip),loader / materialx,webgpu_loader_materialx.html,https://threejs.org/examples/webgpu_loader_materialx.html,"webgpu, loader, materialx",medium,model loading; material effects,"Three.js webgpu (wip) example demonstrating loader, materialx"
359,webgpu (wip),loader / texture / ktx2,webgpu_loader_texture_ktx2.html,https://threejs.org/examples/webgpu_loader_texture_ktx2.html,"webgpu, loader, texture, ktx2",medium,model loading,"Three.js webgpu (wip) example demonstrating loader, texture, ktx2"
360,webgpu (wip),materials,webgpu_materials.html,https://threejs.org/examples/webgpu_materials.html,"webgpu, materials",medium,material effects,Three.js webgpu (wip) example demonstrating materials
361,webgpu (wip),materials / alphahash,webgpu_materials_alphahash.html,https://threejs.org/examples/webgpu_materials_alphahash.html,"webgpu, materials, alphahash",medium,material effects,"Three.js webgpu (wip) example demonstrating materials, alphahash"
362,webgpu (wip),materials / arrays,webgpu_materials_arrays.html,https://threejs.org/examples/webgpu_materials_arrays.html,"webgpu, materials, arrays",medium,material effects; VR/AR experience,"Three.js webgpu (wip) example demonstrating materials, arrays"
363,webgpu (wip),materials / basic,webgpu_materials_basic.html,https://threejs.org/examples/webgpu_materials_basic.html,"webgpu, materials, basic",low,material effects,"Three.js webgpu (wip) example demonstrating materials, basic"
364,webgpu (wip),materials / cubemap / mipmaps,webgpu_materials_cubemap_mipmaps.html,https://threejs.org/examples/webgpu_materials_cubemap_mipmaps.html,"webgpu, materials, cubemap, mipmaps",medium,material effects,"Three.js webgpu (wip) example demonstrating materials, cubemap, mipmaps"
365,webgpu (wip),materials / displacementmap,webgpu_materials_displacementmap.html,https://threejs.org/examples/webgpu_materials_displacementmap.html,"webgpu, materials, displacementmap",medium,material effects,"Three.js webgpu (wip) example demonstrating materials, displacementmap"
366,webgpu (wip),materials / envmaps / bpcem,webgpu_materials_envmaps_bpcem.html,https://threejs.org/examples/webgpu_materials_envmaps_bpcem.html,"webgpu, materials, envmaps, bpcem",medium,material effects,"Three.js webgpu (wip) example demonstrating materials, envmaps, bpcem"
367,webgpu (wip),materials / envmaps,webgpu_materials_envmaps.html,https://threejs.org/examples/webgpu_materials_envmaps.html,"webgpu, materials, envmaps",medium,material effects,"Three.js webgpu (wip) example demonstrating materials, envmaps"
368,webgpu (wip),materials / lightmap,webgpu_materials_lightmap.html,https://threejs.org/examples/webgpu_materials_lightmap.html,"webgpu, materials, lightmap",medium,material effects,"Three.js webgpu (wip) example demonstrating materials, lightmap"
369,webgpu (wip),materials / matcap,webgpu_materials_matcap.html,https://threejs.org/examples/webgpu_materials_matcap.html,"webgpu, materials, matcap",medium,material effects,"Three.js webgpu (wip) example demonstrating materials, matcap"
370,webgpu (wip),materials / sss,webgpu_materials_sss.html,https://threejs.org/examples/webgpu_materials_sss.html,"webgpu, materials, sss",medium,material effects,"Three.js webgpu (wip) example demonstrating materials, sss"
371,webgpu (wip),materials / texture / manualmipmap,webgpu_materials_texture_manualmipmap.html,https://threejs.org/examples/webgpu_materials_texture_manualmipmap.html,"webgpu, materials, texture, manualmipmap",medium,material effects,"Three.js webgpu (wip) example demonstrating materials, texture, manualmipmap"
372,webgpu (wip),materials / transmission,webgpu_materials_transmission.html,https://threejs.org/examples/webgpu_materials_transmission.html,"webgpu, materials, transmission",medium,material effects,"Three.js webgpu (wip) example demonstrating materials, transmission"
373,webgpu (wip),materials / toon,webgpu_materials_toon.html,https://threejs.org/examples/webgpu_materials_toon.html,"webgpu, materials, toon",medium,material effects,"Three.js webgpu (wip) example demonstrating materials, toon"
374,webgpu (wip),materials / video,webgpu_materials_video.html,https://threejs.org/examples/webgpu_materials_video.html,"webgpu, materials, video",medium,material effects,"Three.js webgpu (wip) example demonstrating materials, video"
375,webgpu (wip),materialx / noise,webgpu_materialx_noise.html,https://threejs.org/examples/webgpu_materialx_noise.html,"webgpu, materialx, noise",medium,material effects,"Three.js webgpu (wip) example demonstrating materialx, noise"
376,webgpu (wip),mesh / batch,webgpu_mesh_batch.html,https://threejs.org/examples/webgpu_mesh_batch.html,"webgpu, mesh, batch",medium,3D visualization,"Three.js webgpu (wip) example demonstrating mesh, batch"
377,webgpu (wip),mirror,webgpu_mirror.html,https://threejs.org/examples/webgpu_mirror.html,"webgpu, mirror",medium,3D visualization,Three.js webgpu (wip) example demonstrating mirror
378,webgpu (wip),modifier / curve,webgpu_modifier_curve.html,https://threejs.org/examples/webgpu_modifier_curve.html,"webgpu, modifier, curve",medium,3D visualization,"Three.js webgpu (wip) example demonstrating modifier, curve"
379,webgpu (wip),morphtargets,webgpu_morphtargets.html,https://threejs.org/examples/webgpu_morphtargets.html,"webgpu, morphtargets",medium,VR/AR experience,Three.js webgpu (wip) example demonstrating morphtargets
380,webgpu (wip),morphtargets / face,webgpu_morphtargets_face.html,https://threejs.org/examples/webgpu_morphtargets_face.html,"webgpu, morphtargets, face",medium,VR/AR experience,"Three.js webgpu (wip) example demonstrating morphtargets, face"
381,webgpu (wip),mrt,webgpu_mrt.html,https://threejs.org/examples/webgpu_mrt.html,"webgpu, mrt",medium,3D visualization,Three.js webgpu (wip) example demonstrating mrt
382,webgpu (wip),mrt / mask,webgpu_mrt_mask.html,https://threejs.org/examples/webgpu_mrt_mask.html,"webgpu, mrt, mask",medium,3D visualization,"Three.js webgpu (wip) example demonstrating mrt, mask"
383,webgpu (wip),multiple / canvas,webgpu_multiple_canvas.html,https://threejs.org/examples/webgpu_multiple_canvas.html,"webgpu, multiple, canvas",medium,3D visualization,"Three.js webgpu (wip) example demonstrating multiple, canvas"
384,webgpu (wip),multiple / elements,webgpu_multiple_elements.html,https://threejs.org/examples/webgpu_multiple_elements.html,"webgpu, multiple, elements",medium,3D visualization,"Three.js webgpu (wip) example demonstrating multiple, elements"
385,webgpu (wip),multiple / rendertargets,webgpu_multiple_rendertargets.html,https://threejs.org/examples/webgpu_multiple_rendertargets.html,"webgpu, multiple, rendertargets",medium,VR/AR experience,"Three.js webgpu (wip) example demonstrating multiple, rendertargets"
386,webgpu (wip),multiple / rendertargets / readback,webgpu_multiple_rendertargets_readback.html,https://threejs.org/examples/webgpu_multiple_rendertargets_readback.html,"webgpu, multiple, rendertargets, readback",medium,VR/AR experience,"Three.js webgpu (wip) example demonstrating multiple, rendertargets, readback"
387,webgpu (wip),multisampled / renderbuffers,webgpu_multisampled_renderbuffers.html,https://threejs.org/examples/webgpu_multisampled_renderbuffers.html,"webgpu, multisampled, renderbuffers",medium,3D visualization,"Three.js webgpu (wip) example demonstrating multisampled, renderbuffers"
388,webgpu (wip),occlusion,webgpu_occlusion.html,https://threejs.org/examples/webgpu_occlusion.html,"webgpu, occlusion",medium,3D visualization,Three.js webgpu (wip) example demonstrating occlusion
389,webgpu (wip),ocean,webgpu_ocean.html,https://threejs.org/examples/webgpu_ocean.html,"webgpu, ocean",medium,3D visualization,Three.js webgpu (wip) example demonstrating ocean
390,webgpu (wip),parallax / uv,webgpu_parallax_uv.html,https://threejs.org/examples/webgpu_parallax_uv.html,"webgpu, parallax, uv",medium,VR/AR experience,"Three.js webgpu (wip) example demonstrating parallax, uv"
391,webgpu (wip),particles,webgpu_particles.html,https://threejs.org/examples/webgpu_particles.html,"webgpu, particles",medium,VR/AR experience; particle effects,Three.js webgpu (wip) example demonstrating particles
392,webgpu (wip),performance,webgpu_performance.html,https://threejs.org/examples/webgpu_performance.html,"webgpu, performance",medium,3D visualization,Three.js webgpu (wip) example demonstrating performance
393,webgpu (wip),performance / renderbundle,webgpu_performance_renderbundle.html,https://threejs.org/examples/webgpu_performance_renderbundle.html,"webgpu, performance, renderbundle",medium,3D visualization,"Three.js webgpu (wip) example demonstrating performance, renderbundle"
394,webgpu (wip),pmrem / cubemap,webgpu_pmrem_cubemap.html,https://threejs.org/examples/webgpu_pmrem_cubemap.html,"webgpu, pmrem, cubemap",medium,3D visualization,"Three.js webgpu (wip) example demonstrating pmrem, cubemap"
