"id","title","category","description","prompt","author","source"
"101","Product Marketing - Ultra-Photorealistic Gymnastics Group Portrait","","A detailed JSON prompt for generating an ultra-photorealistic group portrait of three young female athletes in gymnastics leotards in an indoor training facility. It specifies the body type, stance (back facing camera, arms crossed), hair color, and outfit details (mesh sleeves, rhinestones) for each subject, emphasizing a professional athletic look with soft gym lighting.","{
  ""prompt_type"": ""ultra-photorealistic athletic group portrait"",
  ""subjects"": [
    {
      ""gender"": ""female"",
      ""age_range"": ""18-20"",
      ""position"": ""left"",
      ""body_type"": ""athletic, muscular lower body, strong legs"",
      ""stance"": ""standing with back mostly facing camera, torso slightly turned left, arms crossed"",
      ""face"": {
        ""expression"": ""subtle confident smile"",
        ""face_shape"": ""rounded oval"",
        ""skin_tone"": ""light fair skin with warm undertone"",
        ""eyes"": ""light colored, partially visible due to angle"",
        ""nose"": ""small to medium, straight"",
        ""lips"": ""medium fullness, natural pink tone""
      },
      ""hair"": {
        ""color"": ""light blonde"",
        ""style"": ""shoulder-length loose waves"",
        ""part"": ""slight side part""
      },
      ""outfit"": {
        ""type"": ""gymnastics leotard"",
        ""color"": ""dark navy blue"",
        ""sleeves"": ""long mesh sleeves"",
        ""details"": ""small rhinestone embellishments along sleeves"",
        ""fit"": ""snug professional athletic fit""
      }
    },
    {
      ""gender"": ""female"",
      ""age_range"": ""18-20"",
      ""position"": ""center"",
      ""body_type"": ""athletic, toned, muscular legs and glutes"",
      ""stance"": ""back facing camera, torso turned slightly right, arms crossed"",
      ""face"": {
        ""expression"": ""bright friendly smile"",
        ""face_shape"": ""oval"",
        ""skin_tone"": ""light fair skin with neutral undertone"",
        ""eyes"": ""light colored, clearly visible"",
        ""nose"": ""straight bridge, softly rounded tip"",
        ""lips"": ""medium-full, natural pink""
      },
      ""hair"": {
        ""color"": ""golden blonde"",
        ""style"": ""long loose waves"",
        ""part"": ""center part""
      },
      ""outfit"": {
        ""type"": ""gymnastics leotard"",
        ""color"": ""white"",
        ""sleeves"": ""long sheer mesh sleeves"",
        ""back_design"": ""open back with crisscross straps"",
        ""fit"": ""snug professional athletic fit""
      }
    },
    {
      ""gender"": ""female"",
      ""age_range"": ""18-20"",
      ""position"": ""right"",
      ""body_type"": ""athletic, strong legs, toned build"",
      ""stance"": ""back facing camera, torso turned left, arms crossed"",
      ""face"": {
        ""expression"": ""wide cheerful smile"",
        ""face_shape"": ""oval with soft jawline"",
        ""skin_tone"": ""light fair skin with cool-neutral undertone"",
        ""eyes"": ""light colored"",
        ""nose"": ""medium, straight"",
        ""lips"": ""medium fullness, natural tone""
      },
      ""hair"": {
        ""color"": ""light brown"",
        ""style"": ""long straight hair"",
        ""part"": ""side part""
      },
      ""outfit"": {
        ""type"": ""gymnastics leotard"",
        ""color"": ""dark navy blue"",
        ""sleeves"": ""long mesh sleeves"",
        ""details"": ""subtle rhinestone accents"",
        ""fit"": ""snug professional athletic fit""
      }
    }
  ],

  ""environment"": {
    ""location"": ""indoor gymnastics training facility"",
    ""floor""}
}","Artificial intelligence (Ai),Open Ai","https://x.com/Vishnudxe/status/2013303311441764803"
"102","Product Marketing - Avant-Garde Top-Down Fabric Halo Portrait","","A highly technical JSON prompt for generating an avant-garde editorial portrait titled 'Textural Rebellion'. It mandates a strictly vertical 90-degree top-down view of a subject lying on dark slate, surrounded by a 'Crown of Fabric' (pleated silk and crimson brocade frozen in a ripple). It specifies high-intensity beauty lighting (softbox directly overhead) and analog medium format film aesthetics (Hasselblad 503CW, Kodak Ektar 100).","{
  ""vibe_title_en"": ""Textural Rebellion"",
  ""master_prompt"": ""A strictly vertical 90-degree top-down plan view of The Protagonist lying flat against a surface of dark, weathered slate. The subject is surrounded by a 'Crown of Fabric'—a surreal, architectural arrangement of pleated raw silk and heavy crimson brocade that radiates from the head like a halo. These textiles appear frozen in a gravity-defying ripple, suspended as if underwater or caught in a high-speed wind tunnel, serving as a practical effect sculpture. The subject maintains 'The Piercing Minimalist' energy: a stoic, neutral expression with absolute direct eye contact into the lens. Lighting is high-intensity Beauty Lighting: a large softbox directly overhead creates even illumination on the face, eliminating harsh shadows while highlighting skin pores and the sharp details of the irises. Captured on a Hasselblad 503CW with an 80mm lens, utilizing Kodak Ektar 100 film stock for rich, tactile saturation and fine grain. Hyper-realistic textures, no CGI gloss."",
  ""meta"": {
    ""intent"": ""Avant-Garde Editorial"",
    ""priorities"": ""Texture, Symmetry, Surrealism"",
    ""device_profile"": ""Medium Format Analog""
  },
  ""frame"": {
    ""aspect"": ""4:5"",
    ""composition"": ""Central Symmetrical"",
    ""layout"": ""Subject Centered, surrounded by texture"",
    ""camera_angle"": ""90-degree Top-Down (Bird's Eye)"",
    ""tilt_roll_degrees"": ""0""
  },
  ""subject"": {
    ""gender"": ""Female"",
    ""identity"": ""The Protagonist"",
    ""demographics"": ""Universal High-Fashion Model"",
    ""face"": ""Symmetrical, defined bone structure, hyper-realistic skin texture"",
    ""hair"": ""Slicked back or integrated into the fabric sculpture"",
    ""body"": ""Shoulders up, lying flat"",
    ""expression"": ""Stoic, neutral, high-intensity gaze, lips relaxed but closed"",
    ""pose"": ""Supine, perfectly aligned with the vertical axis""
  },
  ""wardrobe_accessories"": {
    ""garments"": [
      {
        ""item"": ""High-Collar Tunic"",
        ""material"": ""Raw Silk"",
        ""color"": ""Deep Charcoal"",
        ""fit"": ""Structured/Architectural""
      }
    ],
    ""accessories"": [
      {
        ""item"": ""Fabric Halo"",
        ""color"": ""Crimson and Midnight Blue"",
        ""material"": ""Pleated Silk and Brocade"",
        ""brand_style"": ""Surreal Couture""
      }
    ]
  },
  ""environment"": {
    ""setting"": ""Abstract Texture Surface"",
    ""surfaces"": ""Weathered Slate, Layered Textiles"",
    ""depth"": ""Shallow (Planar)"",
    ""atmosphere"": ""Vacuum-like stillness, suspended motion"",
    ""lens_interaction"": ""Sharp edge-to-edge focus""
  },
  ""lighting"": {
    ""key"": ""Overhead Beauty Dish (Soft)"",
    ""fill"": ""White Reflector (from below camera)"",
    ""rim"": ""None"",
    ""shadows"": ""Minimal, soft fall-off under chin"",
    ""color_temperature"": ""5600K (Daylight Balanced)"",
    ""sensor_flare"": ""None""
  },
  ""camera"": {
    ""lens_type"": ""Prime Macro-Capable"",
    ""focal_length"": ""80mm"",
    ""aperture"": ""f/8"",
    ""focus"": ""Locked on E""
  }
}","timedoctor.eth","https://x.com/timedoctor_nft/status/2013302693515661588"
"103","Product Marketing - Golden Hour Luxury Hotel Portrait Prompt","","A highly detailed JSON prompt for generating an ultra-photorealistic, 8K portrait of a woman reclining in a luxury hotel room during golden hour. It emphasizes direct, hard natural sunlight creating strong geometric shadows, detailed textures (ribbed dress, wet hair), and a low-angle perspective focusing on the subject's legs and bare feet, achieving a casual luxury, unbothered aesthetic.","{
  ""meta"": {
    ""aspect_ratio"": ""4:5"",
    ""quality"": ""ultra_photorealistic, raw, influencer lifestyle, high-end editorial"",
    ""resolution"": ""8k"",
    ""camera"": ""Mirrorless camera (e.g., Sony A7R IV)"",
    ""lens"": ""35mm f/1.4 lens (capturing full body and environment)"",
    ""style"": ""Casual luxury, sun-drenched, golden hour aesthetic, relaxed confidence"",
    ""composition"": ""Full body shot of a woman reclining in a chair, low angle perspective emphasizing legs, centered framing.""
  },
  ""scene"": {
    ""location"": ""A modern, minimalist hotel room or bedroom."",
    ""environment"": [
      ""Modern beige fabric lounge chair with a matching footrest"",
      ""Light wooden floating nightstand with blue over-ear headphones resting on it"",
      ""White wall radiator visible in background"",
      ""Plain neutral beige/off-white walls"",
      ""Beige lampshade in the upper corner""
    ],
    ""time"": ""Late afternoon, Golden Hour."",
    ""atmosphere"": ""Lazy, warm, quiet luxury, unbothered, chic.""
  },
  ""lighting"": {
    ""type"": ""Direct, hard natural sunlight."",
    ""source"": ""Window off-camera to the left."",
    ""effect"": ""Creates strong, distinct geometric shadows (likely from window frames) on the wall behind, high contrast highlights on the face and legs, warm golden tone.""
  },
  ""subject"": {
    ""identity"": ""A stunning young woman with long, wet-look platinum blonde hair falling over her shoulders. She has a tan complexion, full lips, and a confident, direct gaze."",
    ""body"": {
      ""pose"": ""Reclining deeply into the lounge chair, legs crossed and extended towards the camera (focus on bare feet and legs), one hand resting on the chair arm, the other on her leg."",
      ""physique"": ""Fit, curvy figure.""
    },
    ""outfit"": {
      ""clothing"": ""Tight-fitting, long-sleeved {argument name=""dress color"" default=""purple""} ribbed mini dress."",
      ""accessories"": ""Red string bracelet on wrist, black nail polish on hands and toes.""
    }
  },
  ""realism_focus"": {
    ""textures"": ""Ribbed knit texture of the purple dress, realistic skin texture under direct harsh sunlight, individual wet strands of blonde hair, fabric weave of the beige chair."",
    ""imperfections"": ""Harsh realistic shadows on the wall, natural creases in the dress where the body bends, casual placement of the headphones.""
  }
}","Mikasa","https://x.com/Mikasa_rose729/status/2013300949834702966"
"104","Product Marketing - Ultra-Realistic High-Fashion Crawling Portrait","","A highly detailed prompt for Nano Banana Pro, focused on generating an ultra-realistic, high-fashion editorial portrait of a woman in a low, crawling pose, conveying predatory tension. It emphasizes extreme realism in skin texture, natural anatomy, cinematic studio lighting (soft key, strong rim light), and avant-garde fashion with detailed fabric and feather textures.","Ultra-realistic high-fashion editorial portrait.
A young woman captured in a low, forward-leaning crawling pose, body set diagonally across the frame, conveying controlled dominance and predatory tension. One hand firmly grounded on the studio floor, fingers naturally spread under weight; the other hand lifted close to the face, forming a sharp, claw-like gesture that subtly frames the eyes without distortion.Her expression is seductive yet intimidating — half-lidded eyes with a heavy, deliberate gaze, lips slightly parted, facial muscles relaxed but intentional. Sharp facial structure rendered with natural proportions, visible bone definition, realistic asymmetry, and true skin texture: pores, micro-imperfections, soft tonal transitions, no artificial smoothing.
Long, straight hair with blunt bangs, slightly uneven and organic, glossy but not plastic, individual strands catching the light.
Avant-garde fashion styling: fitted pants with precise tailoring and believable fabric tension; arms wrapped in feathered or fur-textured elements showing individual fibers, irregular density, and tactile depth, clearly separated from skin.
Lighting: cinematic studio setup — soft key light from the upper front shaping facial planes, strong rim light from behind to carve the silhouette, deep controlled shadows with high contrast, no flat illumination.
Camera: fashion editorial perspective, 50–85mm look, shallow depth of field, sharp focus on eyes and hands, subtle falloff across the body.
Minimalist studio background with a dark gradient or solid tone, clean and distraction-free, enhancing the sculptural pose.
Overall mood: dark, glamorous, high-fashion Vogue editorial energy — powerful, sensual, intimidating, grounded in realism.
Extreme detail, photographic realism, natural anatomy, professional fashion editorial quality, 8K clarity.
--ar 9:16 --v 6 --style raw --s 250
🚫 NEGATIVE PROMPT:
extra fingers, fused or deformed hands, incorrect anatomy, distorted joints, exaggerated proportions, plastic skin, over-smoothed texture, flat lighting, low contrast, cartoon, anime, CGI look, blur, low detail, awkward or impossible pose","Anissa","https://x.com/SimplyAnnisa/status/2013296513519346097"
"105","Product Marketing - Minimalist Studio Portrait of a Man","","A prompt for generating a minimalist studio portrait of a confident man seated on a geometric cube against a solid muted blue background. It details his pose (grounded, relaxed), appearance (well-groomed beard, textured hair), and attire (off-white crewneck, denim jeans, athletic sneakers), emphasizing soft, diffused frontal lighting for a clean, contemporary streetwear look.","Create a minimalist studio portrait of a confident man seated casually on a simple geometric cube against a solid muted blue background. He sits with his legs apart and feet planted firmly on the ground, leaning slightly forward with both hands resting naturally near his knees, creating a grounded, relaxed, and quietly powerful posture. He has medium-length, textured dark hair styled with natural volume, a full, well-groomed beard, and an intense yet calm expression as he looks directly at the camera. His outfit is clean and understated: a soft off-white crewneck sweatshirt with a relaxed fit, paired with classic blue denim jeans featuring elasticated cuffs. He wears modern blue athletic sneakers with white accents, adding a casual, contemporary streetwear touch. The background is a smooth, seamless blue studio wall with no distractions, emphasizing simplicity and balance. Lighting is soft, diffused, and frontal, evenly illuminating the subject while gently sculpting facial features and fabric texture without harsh shadows. The color palette is cohesive and calm. Use aspect ratio 4:5.","ImaginewithRashid","https://x.com/ImaginewithR/status/2013291612659716427"
"106","E-commerce Main Image - Cherry Soda Commercial Splash Macro Shot","","A highly detailed prompt for generating an ultra-photorealistic commercial beverage advertisement. It describes a crushed cherry-red aluminum soda can floating mid-air with a violent liquid explosion, surrounded by frozen cherries and micro-droplets, emphasizing macro texture, dramatic lighting, and high-speed splash photography aesthetics.","Ultra-photorealistic commercial beverage advertisement, vertical composition, a crushed glossy aluminum soda can floating in mid-air, deep metallic cherry-red can body with silver top and bottom rims, the can is violently torn open at the center, sharp jagged aluminum edges bent outward, interior packed with two dark maroon cherries inside the opening, juice dripping from the torn metal.

Branding style: classic flowing white script across the can, gold accent outline on the lettering, the word “Cherry” in bold white block text below, realistic embossed print on wet aluminum.

Exact composition & motion: The can is centered, tilted slightly to the right, suspended in mid-air.
A violent splash of thick dark-red cherry soda explodes upward and outward from the tear, forming a liquid crown around the opening.
Multiple ripe glossy cherries with long green stems are frozen in mid-air:

• One cherry above the can slightly left
• One cherry above the can slightly right
• One cherry to the right side mid-air
• Two cherries inside the torn opening
• One cherry partially exiting the lower tear

Small bright green leaves are scattered in the air between cherries.

Liquid physics: High-speed splash photography look, thick syrup-like cherry soda, sharp droplets suspended in the air, micro-droplets everywhere, liquid arcs wrapping around the can edges.

Surface detail: Cold condensation beads covering the can, ultra-sharp macro texture on aluminum, visible tiny water droplets, reflective wet metal.

Lighting: Dramatic low-key studio lighting, strong white rim light from upper left, soft red fill from front, subtle backlight outlining splash edges, high contrast highlights on droplets, cinematic specular reflections.

Background: Smooth deep crimson-to-black gradient backdrop, darker at edges, brighter behind the can to create a halo glow.

Camera & style: 85mm macro lens look, shallow depth of field, center-weighted focus on can opening, frozen motion, hyper-real fluid simulation, luxury beverage advertising style, ultra-clean studio scene, cinematic color grading, high contrast, 8K ultra-detail, photorealistic, premium commercial photography aesthetic.","𝐌","https://x.com/Strength04_X/status/2013216643103793212"
"107","E-commerce Main Image - High-Detail Praline Food Photography","","A highly specific prompt for generating high-level AI food photography of assorted pralines. It details the composition (staggered tower), filling textures (hazelnut chunks, raspberry gel, salted caramel), lighting (dramatic side lighting), and background (teal-to-navy gradient).","Assorted pralines loosely stacked center on brushed gold stand, side reveals natural filling cascade: bottom hazelnut chunks irregularly clumped, raspberry gel naturally puddled, salted caramel with realistic flow lines, coffee ganache smooth waves, passionfruit with pulp specks. Unique metallic flecks (one gold nut per filling type) organically placed at each layer transition. {argument name=""background color"" default=""Teal-to-navy gradient""} background with gold mote suspension in left 35° dramatic side lighting creating authentic filling refractions and shadow play. Staggered tower composition draws vertical eye path through flavor diversity.","TheAIHeadquarters","https://x.com/DavisonDabiri/status/2013201475346842049"
"108","E-commerce Main Image - Skincare Product Key Visual Generator","","A customizable prompt template for generating ultra-realistic premium skincare product key visuals. It uses placeholders for the product, background colors, and key ingredients, focusing on clean studio lighting, crisp reflections, and floating elements (botanicals, gel swirls, water droplets) for a high-end commercial aesthetic.","centered {argument name=""product type"" default=""FACEWASH_PACKAGING""} on a bold {argument name=""background color 1"" default=""BG_COLOR_1""}→{argument name=""background color 2"" default=""BG_COLOR_2""} gradient, modern studio lighting, crisp reflections + soft grounded shadow. Label text perfectly readable: ""{argument name=""brand name"" default=""BRAND""} {argument name=""product name"" default=""PRODUCT_NAME""}"" only.Surround with floating KEY_INGREDIENT_1, KEY_INGREDIENT_2, BOTANICAL in a balanced ring layout, plus glossy gel/foam ribbon swirls (smooth loops), micro water droplets + light mist. Ultra-sharp focus, shallow DOF, 85mm, HDR, ISO100, clean negative space, no clutter, no watermark.Output {ASPECT} (1:1/4:5/9:16).","TheAIHeadquarters","https://x.com/DavisonDabiri/status/2013168193196449941"
"109","E-commerce Main Image - 8K Cinematic Product Photography (Perfume)","","A highly detailed, modular prompt for generating 8K cinematic product photography of perfume bottles. It includes two distinct modules: one for a forest-themed bottle and one for an aquatic splash scene, specifying lighting, materials, and extreme micro-detail.","{
  ""global_settings"": {
    ""resolution"": ""8K"",
    ""aspect_ratio"": ""3:4"",
    ""style"": ""photorealistic cinematic product photography"",
    ""detail_level"": ""extreme micro-detail"",
    ""sharpness"": ""ultra-sharp"",
    ""noise"": ""none"",
    ""compression_artifacts"": ""none"",
    ""color_depth"": ""rich 16-bit color"",
    ""render_quality"": ""luxury commercial grade"",
    ""ai_finish"": ""clean AI-enhanced realism""
  },

  ""module_1"": {
    ""scene_identity"": ""forest_green_perfume"",
    ""environment"": {
      ""setting"": ""dense forest atmosphere"",
      ""background"": ""soft blurred green foliage with depth separation"",
      ""foreground"": ""natural forest floor with soil, moss, and small debris"",
      ""props"": [
        ""flat natural stone platform"",
        ""irregular rock placed slightly behind the bottle"",
        ""pine tree branches with visible needles on the right side""
      ],
      ""atmosphere"": ""soft drifting smoke or mist rising behind the bottle""
    },
    ""product"": {
      ""object_type"": ""perfume bottle"",
      ""material"": ""ribbed translucent glass"",
      ""color"": ""deep emerald green liquid"",
      ""shape"": ""cylindrical with vertical grooves"",
      ""cap"": {
        ""material"": ""metal"",
        ""finish"": ""polished gold"",
        ""shape"": ""smooth cylindrical""
      },
      ""label"": ""no visible branding text""
    },
    ""lighting"": {
      ""key_light"": ""soft diffused natural light from front-left"",
      ""fill_light"": ""subtle ambient forest light"",
      ""highlights"": ""gentle reflections on glass ribs and gold cap"",
      ""shadows"": ""soft realistic shadows under bottle and rocks""
    },
    ""camera"": {
      ""angle"": ""eye-level product angle"",
      ""focus"": ""sharp focus on bottle, shallow depth of field"",
      ""lens_effect"": ""natural bokeh background""
    },
    ""mood"": ""fresh, woody, calm, premium, nature-inspired""
  },

  ""module_2"": {
    ""scene_identity"": ""blue_water_splash_perfume"",
    ""environment"": {
      ""setting"": ""dark aquatic studio scene"",
      ""background"": ""deep navy to black gradient"",
      ""surface"": ""rippling water with reflective highlights"",
      ""motion_elements"": [
        ""large upward water splash behind bottle"",
        ""floating water droplets suspended mid-air""
      ],
      ""props"": [
        ""lemon slices (yellow flesh visible)"",
        ""green citrus slice"",
        ""small red berries"",
        ""green herb sprigs""
      ]
    },
    ""product"": {
      ""object_type"": ""perfume bottle"",
      ""material"": ""opaque glass"",
      ""color"": ""deep midnight blue"",
      ""shape"": ""rectangular with sharp edges"",
      ""cap"": {
        ""material"": ""matching dark glass"",
        ""shape"": ""cylindrical""
      },
      ""text_visible"": [
        ""BLEU DE CHANEL"",
        ""EAU DE PARFUM""
      ]
    },
    ""lighting"": {
      ""key_light"": ""strong directional light from upper front"",
      ""rim_light"": ""cool highlights on water splash"",
      ""reflections"": ""specular highli","ShaHid WaNii","https://x.com/meng_dagg695/status/2013160227835933059"
"110","E-commerce Main Image - Smart Doorbell Product Visualization Collage Prompt","","A detailed structured prompt for Nano Banana Pro designed to generate a multi-frame commercial visualization collage for a smart doorbell. It specifies the product features, defines nine distinct frames (Hero Shot, Close Up, Brand Environment, In Use, Isometric Grid, Levitating, Detail Extreme, Editorial Unexpected, Wide Use Scenario), and sets camera style parameters like color palette and mood.","{
  ""ProductReference"": ""{argument name=""Product Features"" default=""Smart doorbell with facial recognition, two-way audio, night vision, motion detection, weather-resistant, sleek design, app control""}"",
  ""Frame1_HeroShot"": {
    ""Product"": ""Doorbell mounted on entry, lens centered"",
    ""Background"": ""Modern entry seamless gray""
  },
  ""Frame2_CloseUp"": {
    ""Focus"": ""Camera lens clarity, microphone grille, button mechanism, weather seal, LED indicator lights, mounting bracket""
  },
  ""Frame3_BrandEnvironment"": {
    ""Setting"": ""Smart home entry aesthetic, modern security"",
    ""Props"": {
      ""Background"": ""Front door texture"",
      ""Surface"": ""Porch area""
    }
  },
  ""Frame4_InUse"": {
    ""Interaction"": ""Homeowner receiving notification on phone, two-way conversation gesture"",
    ""Styling"": ""Smart home security interaction""
  },
  ""Frame5_IsometricGrid"": {
    ""Count"": ""Doorbell with app interface display"",
    ""Arrangement"": ""Smart entry system formation""
  },
  ""Frame6_Levitating"": {
    ""Concept"": ""Doorbell floating with security zone visualization""
  },
  ""Frame7_DetailExtreme"": {
    ""Focus"": ""Facial recognition sensor, microphone quality, speaker output, battery backup, WiFi antenna, motion sensor range""
  },
  ""Frame8_EditorialUnexpected"": {
    ""Concept"": ""Doorbell as home guardian, security network visualization"",
    ""Materials"": ""Smart security ecosystem""
  },
  ""Frame9_WideUseScenario"": {
    ""Location"": ""Complete smart home entry with security"",
    ""Props"": [""Smart lock"", ""Entry light"", ""Door mat"", ""Planters"", ""Door hardware"", ""Security camera""]
  },
  ""CameraStyle"": {
    ""ColorPalette"": ""Doorbell black, camera lens blue, LED lights, door color"",
    ""Mood"": ""Smart security, home entry, modern convenience""
  }
}","松果先森","https://x.com/songguoxiansen/status/2013130384897421728"
"111","E-commerce Main Image - Transparent Layered Glass Supercar Sculpture Prompt","","A highly technical JSON prompt for generating a photorealistic, ray-traced image of a supercar. The car is rendered as a topological sliced sculpture made of layered optical grade acrylic glass, with internal mechanical details visible. The prompt emphasizes lighting (rim lighting, internal glow, caustics) against a pitch-black void background, creating an exploded view aesthetic.","{
  ""prompt_configuration"": {
    ""parameters"": {
      ""car_model"": ""{argument name=""car model"" default=""SUPERCAR MODEL""}"",
      ""material_color"": ""{argument name=""material color"" default=""warm amber and deep orange""}""
    },
    ""aspect_ratio"": ""16:9""
    ""viewpoint"": ""front 3/4 angle, full vehicle visibility""
  },
  ""prompt_payload"": {
    ""subject_definition"": {
      ""core_subject"": ""{car_model}"",
      ""representation_style"": ""topological sliced sculpture, constructed from parallel stacked sheets of translucent material""
    },
    ""material_physics"": {
      ""medium"": ""layered optical grade acrylic glass"",
      ""texture"": ""laser-cut edges, volumetric transparency, subsurface scattering"",
      ""color_palette"": ""translucent {material_color} gradient, glowing internal refraction""
    },
    ""technical_details"": {
      ""structure"": ""ribbed laminar structure, cross-section planes, internal mechanical details visible through layers (engine block, suspension, transmission)"",
      ""fidelity"": ""hyper-detailed, CAD-like precision, exploded view aesthetic but assembled""
    },
    ""lighting_and_atmosphere"": {
      ""environment"": ""pitch black void background, infinite dark studio"",
      ""lighting_setup"": ""rim lighting to catch glass edges, internal volumetric glow, caustics, cinematic high contrast""
    },
    ""rendering_engine"": {
      ""style"": ""Octane Render, raytracing, 8k resolution, photorealistic material properties, macro photography depth of field""
    }
  },
  ""negative_prompt"": [
    ""solid metal body"",
    ""opaque paint"",
    ""cartoon"",
    ""illustration"",
    ""distorted wheels"",
    ""cropped frame"",
    ""daylight"",
    ""reflection of photographer""
  ]
}","Lloyd Creates","https://x.com/lloydcreates/status/2013024593246568485"
"112","E-commerce Main Image - General Luxury Product Hero Shot Prompt","","A simple, general instruction to create a luxury product hero shot, implying the user should provide the product details.","Create a luxury product hero shot using this prompt 👇","Amira Zairi","https://x.com/azed_ai/status/2012919379575570766"
"113","E-commerce Main Image - Cozy Knit Industrial Design Prompt","","This prompt is designed to render any specified object as if it were entirely hand-knitted from chunky wool yarn, blending Scandinavian hygge aesthetics with industrial design. It emphasizes visible stitches, cable knit patterns, warm lighting, and ultra-high resolution to highlight the soft texture of the yarn.","An {argument name=""object"" default=""[OBJECT]""} rendered as if entirely hand-knitted from chunky wool yarn, impossibly functional-looking despite being soft craft. Visible stitches, cable knit patterns on grip areas, ribbing where flexibility is needed, yarn ends neatly tucked. Positioned against a cozy lifestyle backdrop or clean wool-texture studio. Scandinavian hygge meets industrial design. Warm soft lighting emphasizing the yarn texture, the handmade quality, the absurd coziness of machinery. Sharp focus on stitch detail, warm saturated fiber colors, lifestyle product aesthetic, ultra-high resolution, the hard made soft.","Alexandra Aisling","https://x.com/AllaAisling/status/2012909092210381048"
"114","E-commerce Main Image - Ultra-Realistic Product Photography of a Pen","","A prompt for generating an ultra-realistic, 8K professional studio product photograph of a premium ballpoint pen. The focus is on showcasing metallic textures, engraved details, and realistic reflections using soft cinematic lighting and a minimalist luxury background, ideal for high-end commercial advertising.","Ultra-realistic professional studio product photography of a premium ballpoint pen, perfectly centered on a clean reflective surface.
The pen is angled slightly for elegance, showcasing metallic texture, engraved details, and realistic reflections.
Soft cinematic lighting with subtle highlights and shadows to emphasize craftsmanship.
Minimalist luxury background with smooth gradient tones.
High-end commercial advertising style, hyper detailed materials, sharp focus, depth of field, editorial product shot.
No text, no watermark, no blur.
Image Size: 3:4
Resolution: 8K
Style: Premium, modern, minimalist, luxury branding","Milo","https://x.com/Milo_Bahi_02/status/2012843154928783620"
"115","E-commerce Main Image - Micro World Discovery Product Photography Prompt","","A creative prompt for product photography that transforms a standard product into a colossal structure within a miniature world. It instructs the AI to generate tiny people interacting with the oversized product using ladders and walkways, emphasizing scale contrast, soft atmospheric haze, and a playful yet premium storytelling style.","[PRODUCT] transformed into a colossal structure within a miniature world, tiny people interacting with it, ladders, walkways, scale contrast, soft atmospheric haze, playful yet premium storytelling.","Aleena Amir","https://x.com/aleenaamiir/status/2012837083627319764"
"116","E-commerce Main Image - Ultra-Realistic Banana Caramel Tart Food Photography Prompt","","A highly detailed prompt for generating ultra-realistic, cinematic food photography of a banana caramel tart. It specifies ingredients, textures, lighting (golden hour), background elements (other desserts), and technical camera settings (Sony A1 85mm f/1.4) for a luxury dessert aesthetic.","{
""prompt"": ""ultra-realistic close-up food photography of a freshly baked banana caramel tart, rustic golden-brown pastry shell with flaky texture, filled with creamy caramel custard, topped with perfectly sliced ripe bananas lightly torched, drizzled with golden caramel sauce, sprinkled with crushed pistachios and tiny chocolate curls, spoon scooping out a portion showing luscious cross-section of creamy caramel and banana layers, warm bakery environment, soft background blur featuring other desserts: chocolate truffle, mini pavlova with berries, and croissant with almond flakes, wooden rustic board surface, golden hour lighting, soft bokeh, luxury dessert aesthetic, highly detailed textures, photorealistic, cinematic food photography, 8k resolution, shot on Sony A1 85mm f/1.4, razor-sharp focus on tart and spoon, warm rich color palette with caramel browns, banana yellow, and subtle green accents"",
""negative_prompt"": ""blurry, lowres, jpeg artifacts, cartoon, illustration, drawing, painting, plastic looking, fake food, deformed spoon, bad proportions, text, watermark, signature, logo, oversaturated, washed out, harsh flash, cold lighting, 3d render, cgi, toy food, dollhouse miniature"",
""aspect_ratio"": ""4:5"",
""seed"": -1,
""cfg_scale"": 7.5,
""steps"": 40,
""sampler"": ""DPM++ 2M Karras or Euler a"",
""clip_skip"": 2
}","Waqar Ali","https://x.com/Waqar_sahito01/status/2012754075578978700"
"117","E-commerce Main Image - Macro Product Photography for Floating Food","","A concise text prompt for Nano Banana Pro to generate a premium food advertisement image featuring levitating ingredients in a stacked composition against a white seamless background, emphasizing macro detail and commercial editorial style.","{argument name=""food item"" default=""[Food]""} Premium food advertising, white seamless background, high key studio lighting, floating stacked composition, levitating pieces, {argument name=""ingredient details"" default=""[ingredient_bits]""} scattered, clean minimal layout, crisp soft shadow on surface, ultra realistic, macro product photography, 100mm lens look, f/8 sharp focus, subtle texture detail, editorial commercial, 8k","Meem","https://x.com/mehvishs25/status/2012728463443251526"
"118","E-commerce Main Image - Hyper-Realistic Commercial Food Photography Prompt","","A detailed prompt for generating hyper-realistic commercial food photography, specifically focusing on high resolution, sharp focus, and controlled studio lighting to capture frozen mid-air action of ingredients. This prompt is structured using JSON for precise control over output settings and aesthetic details.","""resolution"": ""{argument name=""resolution"" default=""8K UHD""}"",

""aspect_ratio"": ""3:4"",

{ ""image_style"": ""{argument name=""image style"" default=""hyper-realistic commercial food photography""}"", ""quality"": ""Ultra-high detail, sharp focus, studio-grade clarity"", ""lighting"": ""Soft but controlled studio lighting with visible highlights and splash definition"", ""motion"": ""Frozen mid-air action, ingredients suspended"",

""global_settings"": {

""background_style"": ""Solid or smooth gradient background, color varies per module"", 
""camera"": ""High-speed photography look, shallow to medium depth of field"", ""post_processing"": ""Balanced contrast, natural saturation, no artificial glow"" }}","Oogie","https://x.com/oggii_0/status/2012557350591434765"
